,organization_name,repo_full_name,contributors_num,is_fork,active_15,active_16,active_17,active_18,active_19,active_20,active_21,active_22,use_CI,ci_num
4457,Google,actions-on-google-flashcards-template-sdk,1,False,False,False,False,False,False,True,True,False,False,
4458,Citrix,storefront-authentication-sdk,3,False,False,False,False,True,True,True,True,False,False,0.0
4459,Google,inception,2,False,True,False,False,False,False,False,False,False,False,
4460,"Qunar, Inc.",inception,2,True,True,True,True,True,False,False,False,False,False,
4461,Cisco Systems,senml,3,False,False,True,True,True,True,True,False,False,True,1.0
4462,Hewlett Packard Enterprise,python-ilorest-library,18,True,False,False,False,True,True,True,True,True,True,
4463,Salesforce,ConvSumm,4,False,False,False,False,False,False,False,True,True,False,
4464,Yahoo,ycb-config,13,False,True,True,True,True,True,True,True,True,True,3.0
4465,Red Hat Developer,kestrel-linux-transport,4,False,False,False,True,True,True,True,True,False,True,
4466,Square,sqpaymentform-nodejs-starterkit,6,False,False,False,False,False,True,True,True,False,False,
4467,"Okta, Inc",samples-nodejs-express-4,16,False,False,True,True,True,True,True,True,True,True,1.0
4468,NVIDIA Corporation,ai-assisted-annotation-client,6,False,False,False,False,False,True,True,True,True,False,0.0
4469,Intel Corporation,clear-linux-dissector-web,14,False,False,False,False,False,True,True,True,True,False,
4470,Citrix,cedexis.github.com,3,False,True,True,True,False,False,False,False,False,False,0.0
4471,Google,trix-auto-complete,1,False,False,False,True,False,False,False,False,False,False,
4472,Airbnb,kafka-statsd-metrics2,5,False,True,True,True,True,True,True,False,False,True,1.0
4473,jpush,JVerification-cordova-plugin,4,False,False,False,False,False,True,True,True,False,True,1.0
4474,International Business Machines,projections,2,False,False,False,False,True,True,True,True,False,False,
4475,Oracle,smith,6,False,False,False,True,True,False,False,False,False,False,
4476,Google,gfbuild-angle,6,False,False,False,False,False,True,True,True,True,True,
4477,"Nutanix, Inc.",netlink,119,True,False,False,False,True,True,True,False,False,True,
4478,International Business Machines,ibm-cloud-functions-serverless-iot-openfridge,13,False,False,False,True,True,True,False,False,False,True,
4479,HUAWEI,Server_Management_Plugin_Cacti,4,False,False,False,True,True,True,False,False,False,False,0.0
4480,Dropbox,virtualenv,81,True,True,False,False,False,False,False,False,False,True,
4481,International Business Machines,cp4s-ansible-collection,2,False,False,False,False,False,False,False,True,False,False,
4482,International Business Machines,tempqa-wd,2,False,False,False,False,False,False,False,True,False,False,
4483,Google,product_video_ads,10,False,False,False,False,False,False,False,True,True,True,
4484,Baidu,fast_rgf,2,False,False,True,True,True,False,False,False,False,False,0.0
4485,iuap-design,portal-fe-devServer,1,False,False,False,True,False,False,False,False,False,False,0.0
4486,Google,sympy2jax,1,False,False,False,False,False,False,False,False,True,True,
4487,JetBrains,Sharpmake,38,True,False,False,False,False,False,False,True,False,True,
4488,Google,ezgantt,3,False,False,False,True,True,True,True,True,False,False,
4489,VMware,vidm-saml-toolkit,4,False,False,True,True,True,True,True,True,True,False,
4490,Uber Open Source,h3-go,7,False,False,False,False,True,True,True,True,True,True,3.0
4491,Apple,swift-cmark,106,True,False,False,False,False,False,False,True,True,True,
4492,Google,swift-cmark,1,True,False,False,True,False,False,False,False,False,False,
4493,Google,nodejs-container-image-builder,5,False,False,False,False,False,True,True,True,False,True,
4494,Yahoo,http-hooks,1,False,False,False,True,False,False,False,False,False,False,0.0
4495,Cisco Systems,lal-build-manager,5,False,False,False,True,False,False,False,False,False,True,1.0
4496,Twitter,ios-twitter-image-pipeline,9,False,False,False,True,True,True,True,True,False,True,1.0
4497,eleme,Mess,7,False,False,True,True,True,False,False,False,False,False,0.0
4498,JetBrains,teamcity-caches-cleanup-plugin,5,False,False,True,True,True,True,True,True,True,False,
4499,Square,notify,1,False,True,False,False,False,False,False,False,False,False,
4500,Google,fusion-tables-drive-export,5,False,False,False,False,False,True,False,False,False,False,
4501,Pinterest,homebrew-tap,2,False,False,False,True,True,True,True,True,True,False,0.0
4502,"Nutanix, Inc.",homebrew-tap,2,False,False,False,False,False,False,False,True,True,False,0.0
4503,International Business Machines,AIPlanningService,4,False,False,False,False,False,False,True,True,False,False,
4504,International Business Machines,loadtesting-the-Blockchain-Network,4,False,False,False,False,True,True,False,False,False,False,
4505,"Wuhan deepin Technology Co.,Ltd.",deepin-testcases,2,False,True,True,False,False,False,False,False,False,False,0.0
4506,Google,gnostic-grpc,8,False,False,False,False,False,True,True,True,True,True,
4507,Google,makerspace-emonth,1,False,False,False,True,False,False,False,False,False,False,
4508,Google,nsync,8,False,False,False,True,True,True,True,True,True,False,
4509,"Okta, Inc",samples-blazor,3,False,False,False,False,False,False,True,True,False,False,0.0
4510,Tencent,TNN,63,False,False,False,False,False,False,False,False,True,True,9.0
4511,International Business Machines,power-aix-oracle-rac-asm,3,False,False,False,False,False,False,False,True,False,False,
4512,Google,googleapps-message-recall,2,False,True,True,False,False,False,False,False,False,False,
4513,International Business Machines,aspera-cli,5,False,False,False,False,False,False,False,False,True,True,
4514,Juniper Networks,contrail-f5,2,False,True,False,False,False,False,False,False,False,False,
4515,Mirantis Inc.,gosa-openstack,1,False,False,False,False,False,False,False,False,False,False,0.0
4516,Salesforce,metabadger,4,False,False,False,False,False,False,False,True,True,True,
4517,Oracle,cloud-asset-fusion-jcs-extension-with-idcs,1,False,False,False,False,False,True,False,False,False,False,
4518,Yelp.com,homebrew-paasta,1,False,False,True,False,False,False,False,False,False,False,
4519,Juniper Networks,contrail-kubernetes-docs,4,False,False,False,False,True,True,False,False,False,False,
4520,Red Hat Developer,openshift-gitops-getting-started,7,True,False,False,False,False,False,False,True,True,False,
4521,Google,ahdlc,1,False,False,False,False,True,False,False,False,False,False,
4522,International Business Machines,Analyze-Investment-Portfolio,8,False,False,False,False,True,True,False,False,False,True,
4523,NVIDIA Corporation,tegra-uboot-flasher-scripts,6,False,True,True,True,False,False,False,False,False,False,0.0
4524,Google,gumbel_sinkhorn,1,False,False,False,True,False,False,False,False,False,False,
4525,Google,nodejs-wiki,1,False,False,False,False,True,False,False,False,False,False,
4526,Xiaomi,ECFileCache,0,False,True,True,True,False,False,False,False,False,False,0.0
4527,Twitter,twitter-text,100,False,False,False,True,True,True,True,True,False,True,2.0
4528,International Business Machines,rust-sdk-core,4,False,False,False,False,False,False,False,True,True,True,
4529,PayPal,ionet,1,False,False,False,False,False,False,False,False,False,True,1.0
4530,Intel Corporation,CacheLib,45,True,False,False,False,False,False,False,False,True,True,
4531,Meta,CacheLib,45,False,False,False,False,False,False,False,False,True,True,
4532,Citrix,receiver-for-android-virtual-channel-sdk,1,False,False,False,True,True,True,True,False,False,False,0.0
4533,Google,centaur,1,False,False,False,False,False,False,False,True,False,False,
4534,LinkedIn,kafka-monitor,26,False,False,False,False,False,False,True,True,True,True,
4535,Dropbox,grallama-panel,4,False,False,False,True,True,True,True,False,False,False,
4536,iuap-design,ucf-fe,0,False,False,False,False,False,True,False,False,False,False,0.0
4537,Alibaba,PelicanDT,3,False,False,False,False,True,True,False,False,False,False,0.0
4538,International Business Machines,push-notifications-go-sdk,4,False,False,False,False,False,False,False,True,False,False,
4539,Amazon,amazon-pay-sdk-java,7,False,False,True,True,True,True,True,True,True,False,
4540,JetBrains,teamcity-git,25,False,False,False,False,False,False,False,False,True,False,
4541,"Netflix, Inc.",awsobjectmapper,20,False,False,True,True,True,True,True,True,True,True,
4542,Google,librato.dart,1,False,True,True,True,True,True,True,True,False,True,
4543,baixing,xdebug,11,True,False,False,False,False,False,False,False,False,False,
4544,eBay,libovsdb,16,True,True,True,True,True,True,True,True,False,True,
4545,International Business Machines,secure-and-personalize-your-app-using-appid,5,False,False,False,False,False,False,True,True,False,False,
4546,VMware,go-vmware-nsxt,8,False,False,False,False,True,True,True,True,True,False,
4547,Salesforce,localization-xml-mt,3,False,False,False,False,False,False,True,True,False,False,
4548,Meta,metro,315,False,False,False,False,False,False,False,False,True,True,
4549,Salesforce,metro,2,False,False,False,False,False,False,False,True,True,False,
4550,"Wuhan deepin Technology Co.,Ltd.",develop-manual,1,False,False,False,False,False,False,False,True,False,False,0.0
4551,DiDi,DDMQ,5,False,False,False,False,True,True,True,False,False,False,0.0
4552,NVIDIA Corporation,edk2,236,False,False,False,False,False,False,False,False,True,False,0.0
4553,PayPal,load-watcher,3,False,False,False,False,False,False,True,True,True,True,1.0
4554,Docker,docker-ce-packaging,48,False,False,False,False,False,False,False,False,True,True,2.0
4555,Dropbox,css-style-guide,3,False,True,True,False,False,False,False,False,False,False,
4556,Red Hat Developer,vscode-java,60,False,False,False,False,False,False,False,False,True,True,
4557,jpush,aurora-imui,15,False,False,False,False,True,True,False,False,False,False,0.0
4558,Intel Corporation,webapps-hangonman,5,False,True,True,False,False,False,False,False,False,False,
4559,eBay,kube-credentials-plugin,2,False,False,False,False,False,True,True,False,False,True,1.0
4560,International Business Machines,air-traffic-control,9,False,False,False,True,True,True,False,False,False,True,
4561,Intel Corporation,webapps-slider-puzzle,5,False,False,False,False,False,False,False,False,False,False,
4562,Red Hat Developer,intellij-common-ui-test-library,5,False,False,False,False,False,False,False,True,True,True,
4563,VMware,ansible-coreos-bootstrap,10,True,True,True,True,True,True,False,False,False,True,
4564,Juniper Networks,open-nti-input-syslog,1,False,False,True,False,False,False,False,False,False,True,
4565,Hewlett Packard Enterprise,hpe-onesphere-fitbit,3,False,False,False,False,True,True,False,False,False,False,0.0
4566,DiDi,cml-ui,3,True,False,False,False,False,True,False,False,False,False,
4567,Google,draft-irtf-cfrg-vrf,1,False,False,False,False,False,False,True,False,False,True,
4568,Apple,password-manager-resources,168,False,False,False,False,False,False,False,True,True,True,
4569,PayPal,ios-sdk-legacy,6,False,False,False,False,False,True,True,False,False,True,1.0
4570,Amazon,rheoceros,2,False,False,False,False,False,False,False,False,True,False,
4571,xitu,game-garden,42,False,False,False,False,False,False,False,False,True,False,0.0
4572,Google,snappy,27,False,False,False,False,False,False,True,True,True,True,
4573,International Business Machines,ruby-kubernetes-controller,5,False,False,False,False,False,True,True,True,True,True,
4574,Alibaba,mobileperf,2,False,False,False,False,False,False,True,False,False,False,0.0
4575,Alibaba,serverless-vscode,7,False,False,False,False,False,True,True,True,False,True,1.0
4576,International Business Machines,db-ai-serving,1,False,False,False,False,False,False,False,False,True,False,
4577,Google,neural_rerendering_in_the_wild,2,False,False,False,False,False,True,False,False,False,False,
4578,International Business Machines,openshift-on-ibm-cloud-workshops,6,False,False,False,False,False,True,True,False,False,False,
4579,Mastercard,pods-consumer-payment-reference-app,1,False,False,False,False,False,False,False,True,False,True,1.0
4580,Alibaba,simplehbaseviewer,1,False,True,False,False,False,False,False,False,False,False,0.0
4581,Google,paseos,1,False,False,False,False,False,True,True,False,False,True,
4582,Google,triage-party,28,False,False,False,False,False,False,True,True,True,False,
4583,easemob,chat_unity_demo,1,False,False,False,False,False,False,False,False,True,False,0.0
4584,International Business Machines,AccDNN,4,False,False,False,False,False,True,False,False,False,False,
4585,iuap-design,kero-server-adapter,1,False,False,True,False,False,False,False,False,False,False,0.0
4586,Oracle,puppet-solaris_providers,5,False,False,True,True,True,True,True,True,False,True,
4587,Google,turbine,11,False,False,False,False,False,False,False,True,True,True,
4588,VMware,concourse-vrealize-automation-resource,2,False,False,False,False,False,False,True,True,False,False,
4589,Alibaba,camera-proxy,3,False,False,False,False,False,False,True,True,True,False,0.0
4590,xitu,go101,8,True,False,False,True,True,False,False,False,False,False,
4591,Yahoo,privilege-cmd-controller,1,False,False,False,False,False,True,False,False,False,False,0.0
4592,Intel Corporation,grunt-mochaccino,1,False,False,False,False,False,False,False,False,False,False,
4593,bilibili,xctestrunner,1,True,False,False,True,True,False,False,False,False,False,
4594,Google,xctestrunner,11,False,False,False,True,True,True,True,True,True,False,
4595,GitHub,RepoRepairTool,2,False,True,False,False,False,False,False,False,False,False,
4596,eBay,cors-filter,4,False,True,True,False,False,False,False,False,False,True,1.0
4597,Hujiang,AztecEditor-iOS,16,True,False,False,True,False,False,False,False,False,True,
4598,Yelp.com,cheetah,12,True,False,False,False,False,False,False,False,False,True,
4599,Mirantis Inc.,puppet-ssh,2,True,False,False,False,False,False,False,False,False,False,
4600,Dropbox,nsot,23,False,False,False,False,True,True,False,False,False,True,
4601,Hewlett Packard Enterprise,hpe-simplivity-powershell,2,False,False,False,False,False,True,True,True,True,False,0.0
4602,International Business Machines,cloudfoundry-deploy,4,False,False,False,False,False,False,True,True,False,False,
4603,JetBrains,php-timeline,3,False,False,False,False,False,False,True,False,False,False,
4604,Google,android-cuttlefish-authentication,1,False,False,False,False,False,False,False,True,False,False,
4605,Hewlett Packard Enterprise,GlobalDashboardPS,3,False,False,False,False,False,True,True,True,True,True,2.0
4606,Google,skicka,11,False,True,True,True,True,True,True,False,False,False,
4607,Bytedance Inc.,pyskynet,1,False,False,False,False,False,False,False,True,True,False,0.0
4608,Square,apropos,2,False,True,False,False,False,False,False,False,False,True,
4609,GitHub,fog-aws,66,True,False,True,True,False,False,False,False,False,True,
4610,Alibaba,nginx-http-user-agent,3,False,False,False,False,False,False,False,False,False,False,0.0
4611,Meili Inc.,Aceso,1,False,False,False,True,True,False,False,False,False,False,0.0
4612,CODING,git-scm,0,False,False,False,False,False,False,True,False,False,False,0.0
4613,International Business Machines,multi-tenancy,7,False,False,False,False,False,False,False,False,True,True,
4614,xitu,developer-roadmap,2,False,False,False,False,False,False,False,True,False,False,0.0
4615,Alibaba,LuaViewPlayground,0,False,False,False,True,False,False,False,False,False,False,0.0
4616,Juniper Networks,TelemetryInterface,1,False,False,True,True,True,False,False,False,False,False,
4617,International Business Machines,icp4d-telco-manage-ml-project,9,False,False,False,False,False,True,True,True,False,True,
4618,Google,glome,9,False,False,False,False,False,False,False,True,True,True,
4619,Uber Open Source,react-vis,111,False,False,False,False,True,True,True,True,True,True,1.0
4620,jpush,jpush-hbuilder-plugin,3,False,False,False,False,False,False,False,True,True,False,0.0
4621,Intel Corporation,KVMGT-qemu,266,False,True,False,False,False,False,False,False,False,False,
4622,Google,crossmodal-3600,1,False,False,False,False,False,False,False,False,True,False,
4623,Google,fully-homomorphic-encryption,4,False,False,False,False,False,False,False,True,True,False,
4624,Salesforce,lwc,52,False,False,False,False,False,False,False,False,True,True,
4625,Square,maven-archeologist,4,False,False,False,False,False,False,True,True,True,True,
4626,Juniper Networks,grafana-can-plugin,1,False,True,True,True,True,False,False,False,False,False,
4627,"Netflix, Inc.",falcor-router-demo,8,False,True,True,True,True,False,False,False,False,False,
4628,Intel Corporation,crypto-api-toolkit,4,False,False,False,False,False,True,True,True,True,False,
4629,Amazon,ion-element-kotlin,6,False,False,False,False,False,False,True,True,True,True,
4630,Red Hat Developer,rpm-packaging-guide,32,False,False,False,False,True,True,True,True,True,True,
4631,Salesforce,cove,5,False,False,False,True,True,True,True,True,True,False,
4632,Google,horenso,1,False,False,False,False,True,True,False,False,False,False,
4633,Google,serialization.dart,4,False,True,True,False,False,False,False,False,False,True,
4634,JetBrains,bazel-sonatype,3,False,True,True,True,True,True,True,True,True,True,
4635,jpush,jmessage-phonegap-plugin,8,False,False,False,False,True,True,False,False,False,False,0.0
4636,GitHub,OHHTTPStubs,10,True,False,False,False,False,False,False,False,False,False,
4637,Mirantis Inc.,mos-ci-deployment-scripts,17,False,False,True,True,False,False,False,False,False,False,0.0
4638,Airbnb,marathon,63,True,False,False,False,False,False,False,False,False,True,
4639,Google,todo-tracks,5,False,True,True,True,True,True,True,False,False,True,
4640,Baidu,ttm,1,False,False,False,False,False,True,False,False,False,False,0.0
4641,NVIDIA Corporation,gpu-monitoring-tools,24,False,False,False,False,False,False,True,True,False,True,1.0
4642,International Business Machines,reinforced-dialog-system-for-learning,1,False,False,False,False,False,False,False,True,True,False,
4643,PayPal,paypal-example-components,8,False,False,False,False,True,True,True,True,True,True,4.0
4644,"Netflix, Inc.",Hystrix,102,False,False,False,True,True,False,False,False,False,True,
4645,Meta,jsx,24,False,True,True,True,True,True,True,True,True,True,
4646,easemob,jsx,27,True,True,True,True,True,False,False,False,False,True,
4647,"Wuhan deepin Technology Co.,Ltd.",dtksystemsettings,6,False,False,False,False,False,False,False,False,True,True,11.0
4648,Hewlett Packard Enterprise,oneview-redfish-toolkit,17,False,False,False,False,True,True,True,True,False,True,1.0
4649,International Business Machines,programming-language-classifier,11,False,False,False,False,True,True,False,False,False,True,
4650,Mirantis Inc.,docker-get-ucp-job-logs,3,True,False,False,True,True,False,False,False,False,False,
4651,CODING,WebIDE-Plugin-SDK,2,False,False,False,True,False,False,False,False,False,False,0.0
4652,International Business Machines,watson-vehicle-damage-analyzer,13,False,False,False,True,True,True,True,False,False,True,
4653,Alibaba,alpha,1,False,False,False,False,True,False,False,False,False,False,0.0
4654,JetBrains,teamcity-hashicorp-vault-plugin,9,False,False,False,True,True,True,True,True,True,False,
4655,Apple,sample-cloudkit-encryption,1,False,False,False,False,False,False,False,True,True,False,
4656,Baidu,mapv,4,True,True,True,False,False,False,False,False,False,False,
4657,Google,expt-analysis,1,False,False,False,False,False,True,False,False,False,False,
4658,Mirantis Inc.,puppetlabs-sysctl,1,True,False,False,False,False,False,False,False,False,False,
4659,Amazon,smoke-aws-generate,4,False,False,False,False,False,False,False,True,True,True,
4660,Intel Corporation,ros2_grasp_library,6,False,False,False,False,False,True,True,False,False,False,
4661,Google,pagespeed-inslides,3,False,False,True,True,True,True,False,False,False,False,
4662,eBay,gauntlet,1,False,False,False,False,False,False,False,False,False,False,0.0
4663,International Business Machines,ibm-helm-repo-operator,6,False,False,False,False,False,False,True,False,False,False,
4664,Citrix,generator-citrix,1,False,False,False,True,False,False,False,False,False,True,1.0
4665,Intel Corporation,sae-csmeunpacker,1,False,False,False,False,False,False,False,True,False,False,
4666,Google,kiwi-solver,1,False,False,False,True,False,False,False,False,False,False,
4667,International Business Machines,dml-operations-cockroachdb-operator-rhm,4,False,False,False,False,False,False,True,False,False,False,
4668,Google,lab_device_proxy,0,False,False,False,False,False,False,False,False,False,False,
4669,VMware,terraform-provider-vcd,33,False,False,False,False,False,False,False,True,True,True,
4670,International Business Machines,context-relevant-pruning-textrl,2,False,False,False,False,False,False,True,False,False,False,
4671,International Business Machines,commands-runner,3,False,False,False,False,True,True,False,False,False,True,
4672,Amazon,ion-hash-test-driver,3,False,False,False,False,False,True,True,True,False,True,
4673,International Business Machines,watson-automation,3,False,False,False,False,False,False,False,False,True,False,
4674,Pivotal,outsourcer,1,True,True,True,True,True,True,True,True,False,False,
4675,Alibaba,general-scene-interface,2,False,False,False,False,False,False,False,False,True,True,1.0
4676,Salesforce,densecap,3,False,False,False,False,True,True,True,True,False,False,
4677,Google,voice-builder,5,False,False,False,False,True,True,False,False,False,False,
4678,Juniper Networks,contrail-container-builder,72,False,False,False,False,False,False,True,False,False,False,
4679,Xiaomi,galaxy-sdk-cpp,1,False,True,True,True,True,False,False,False,False,False,0.0
4680,Alibaba,AGEIPort,1,False,False,False,False,False,False,False,False,True,False,0.0
4681,Hewlett Packard Enterprise,hpe-onesphere-chef,0,False,False,False,False,True,False,False,False,False,False,0.0
4682,Mastercard,cordova-plugin-commerceweb,0,False,False,False,False,False,False,True,True,False,False,0.0
4683,Alibaba,qt5,1,False,False,False,False,False,False,False,False,True,False,0.0
4684,Google,ruy,31,False,False,False,False,False,False,True,True,True,False,
4685,Google,where-am-i,2,False,False,False,False,True,True,True,True,True,False,
4686,Qiniu Cloud,api,1,False,True,False,False,False,False,False,False,False,False,0.0
4687,"Netflix, Inc.",netflix-graph,4,False,True,True,True,True,True,True,True,True,True,
4688,NetEase,openlua,1,True,False,False,False,False,False,False,False,False,False,
4689,PayPal,Android-SDK,10,False,False,False,False,False,False,False,True,True,True,8.0
4690,International Business Machines,pyCSM,2,False,False,False,False,False,False,False,False,True,True,
4691,International Business Machines,credential-rotator-operator,2,False,False,False,False,False,False,False,True,True,False,
4692,JetBrains,resharper-angularjs,7,False,True,True,True,True,False,False,False,False,False,
4693,International Business Machines,api-coe,1,False,False,False,False,False,False,False,True,False,False,
4694,Intel Corporation,cordova-google-play-games-services,2,False,True,True,False,False,False,False,False,False,False,
4695,Dropbox,buck,289,True,False,False,False,False,True,False,False,False,True,
4696,Airbnb,buck,298,True,False,False,False,False,False,True,True,True,True,
4697,Meta,buck,298,False,False,False,False,False,False,True,True,True,True,
4698,Google,timesketch,91,False,False,False,False,False,False,False,False,True,True,
4699,Mirantis Inc.,celebrer,2,False,True,True,False,False,False,False,False,False,False,0.0
4700,Google,macops-planb,6,False,True,True,True,True,True,True,True,False,False,
4701,"Wuhan deepin Technology Co.,Ltd.",deepin-kernel-tools,0,False,False,True,True,True,False,False,False,False,False,0.0
4702,Qiniu Cloud,logkit,37,False,False,False,False,False,False,True,True,True,True,1.0
4703,iuap-design,tinper-bee-components,1,False,False,False,False,False,True,False,False,False,False,0.0
4704,International Business Machines,Scalable-Cassandra-deployment-on-Kubernetes,15,False,False,False,True,True,True,False,False,False,True,
4705,International Business Machines,scaling-apps-with-kafka,4,False,False,False,False,False,False,True,True,False,False,
4706,Google,dorusu-js,3,False,True,True,False,False,False,False,False,False,True,
4707,NVIDIA Corporation,mellotron,8,False,False,False,False,False,True,True,True,False,False,0.0
4708,VMware,app-control-event-kernel-module,3,False,False,False,False,False,False,False,True,True,False,
4709,International Business Machines,ddc-hybrid-cloud-labs,5,False,False,False,False,False,False,True,True,False,True,
4710,jobbole,awesome-mysql-cn,3,False,True,True,True,True,True,True,False,False,False,0.0
4711,Mirantis Inc.,docker-phpldapadmin,6,False,True,True,True,False,False,False,False,False,False,0.0
4712,Instagram,cassandra,258,True,False,False,False,False,True,False,False,False,True,
4713,Google,lipsync,0,False,False,False,False,False,False,True,False,False,False,
4714,Intel Corporation,softhsm-tokens,2,False,False,False,False,False,True,True,True,True,False,
4715,Google,google-api-cpp-client,6,False,True,True,True,True,True,False,False,False,False,
4716,DocuSign Inc.,docusign-esign-java-client,18,False,False,False,False,False,True,True,True,True,True,1.0
4717,International Business Machines,reverse-image-search-gpu-studio,7,False,False,False,False,False,True,True,False,False,False,
4718,Juniper Networks,netlink-agent,4,False,False,False,False,True,True,False,False,False,False,
4719,Google,eslint-closure,3,False,False,False,True,True,False,False,False,False,False,
4720,Cisco Systems,mlspp,12,False,False,False,False,False,False,False,True,True,True,6.0
4721,International Business Machines,cobol-is-fun,3,False,False,False,False,False,False,True,True,False,False,
4722,Tencent,mars,30,False,False,False,False,False,False,False,False,True,False,0.0
4723,GitHub,jquery-relatize_date,2,False,True,False,False,False,False,False,False,False,False,
4724,GitHub,hyderabad-murals,1,False,False,False,False,False,False,False,True,False,False,
4725,JetBrains,compose-jb,97,False,False,False,False,False,False,False,False,True,False,
4726,JetBrains,rider-theme-pack,3,False,False,False,False,False,False,True,True,True,False,
4727,Yelp.com,yelp_pyspark_xgboost,0,False,False,False,True,False,False,False,False,False,False,
4728,Google,private-join-and-compute,5,False,False,False,False,False,True,True,True,True,False,
4729,International Business Machines,cp4ba-rapid-deployment,7,False,False,False,False,False,False,False,True,True,False,
4730,International Business Machines,OCP_4.X_VSI,2,False,False,False,False,False,False,True,True,False,False,
4731,International Business Machines,container-registry-node-sdk,6,False,False,False,False,False,False,False,True,True,True,
4732,Google,rappor,9,False,False,True,True,False,False,False,False,False,False,
4733,Baidu,ARK,1,False,False,False,False,True,True,True,True,False,False,0.0
4734,Google,opencasebook,4,False,False,False,False,True,True,False,False,False,False,
4735,HUAWEI,ICP_CDSDemo_Java,2,False,False,False,False,True,False,False,False,False,False,0.0
4736,Square,in-app-payments-react-native-plugin,15,False,False,False,False,False,False,False,True,True,True,
4737,Intel Corporation,android-audio-hal,32,False,False,True,True,True,True,True,True,True,False,
4738,JetBrains,MPS-Contrib,18,False,True,True,True,False,False,False,False,False,False,
4739,Google,eddystone,30,False,True,True,True,True,False,False,False,False,True,
4740,International Business Machines,ibm-commonui-operator,14,False,False,False,False,False,False,False,True,True,False,
4741,Intel Corporation,sgx-pytorch-ideep,18,False,False,False,False,False,True,True,True,False,False,
4742,Pivotal,docs-platform-automation,27,False,False,False,False,False,False,False,True,True,False,
4743,Google,pindrop,8,False,True,True,True,False,False,False,False,False,False,
4744,Yelp.com,synapse-tools,33,False,False,False,False,False,False,True,True,True,True,
4745,Pinterest,jbender,4,False,True,True,False,False,False,False,False,False,True,
4746,Uber Open Source,hypothesis-gufunc,1,False,False,False,False,False,True,True,False,False,True,1.0
4747,Intel Corporation,pinball2elf,2,False,False,False,False,False,True,True,True,True,False,
4748,Alibaba,AliOS-Things-Linux-Edition,3,False,False,False,False,True,True,False,False,False,False,0.0
4749,PayPal,paypal-smart-payment-buttons,58,False,False,False,False,False,False,False,False,True,True,10.0
4750,International Business Machines,java-async-util,3,False,False,False,True,True,False,False,False,False,True,
4751,Intel Corporation,dleyna-server,13,False,True,True,True,True,True,True,True,False,False,
4752,Google,image-compression,1,False,True,True,True,False,False,False,False,False,False,
4753,International Business Machines,oss-ecosystem-kind,2,False,False,False,False,False,False,False,False,True,True,
4754,Red Hat Developer,blinkr,3,True,True,True,True,False,False,False,False,False,False,
4755,Cisco Systems,node-scr,1,False,True,True,True,True,True,True,False,False,False,0.0
4756,CODING,java-debug,12,True,False,False,False,True,True,True,False,False,True,
4757,PayPal,merchant-sdk-java,15,False,True,True,True,True,False,False,False,False,False,0.0
4758,Alibaba,runc,232,True,False,False,False,True,True,False,False,False,True,
4759,Baidu,runc,231,True,False,False,False,True,True,False,False,False,True,
4760,"Okta, Inc",okta-management-openapi-spec,19,False,False,False,False,False,False,False,True,True,True,1.0
4761,GitHub,developer.github.com,298,False,False,True,False,False,False,False,False,False,True,
4762,Google,developer.github.com,133,True,False,False,False,False,False,False,False,False,False,
4763,LinkedIn,Burrow,86,False,False,False,False,False,False,True,True,True,True,
4764,Groupon,jtier-ctx,3,False,False,False,True,True,False,False,False,False,False,
4765,Salesforce,lwc-webpack-plugin,3,False,False,False,False,False,True,True,True,True,True,
4766,International Business Machines,CodeEngine,17,False,False,False,False,False,False,False,True,True,True,
4767,Mastercard,atm-locations-reference-app,1,False,False,True,True,True,True,True,False,False,False,0.0
4768,International Business Machines,ibm-cloud-functions-refarch-web-application-express,1,False,False,False,False,True,False,False,False,False,False,
4769,International Business Machines,openacc-openmp-tutorial,3,False,False,False,False,True,True,True,True,True,False,
4770,jobbole,java-interview,1,False,False,False,False,True,False,False,False,False,False,0.0
4771,International Business Machines,camunda-external-task-demo,4,False,False,False,False,False,False,False,True,False,False,
4772,Qihoo 360,nemo,11,False,False,True,True,True,True,False,False,False,True,1.0
4773,Qihoo 360,nemo,11,False,False,True,True,True,True,False,False,False,True,1.0
4774,PayPal,nemo,1,False,False,False,False,True,False,False,False,False,False,1.0
4775,PayPal,nemo,1,False,False,False,False,True,False,False,False,False,False,1.0
4776,JetBrains,kotlin-mobile-docs,26,False,False,False,False,False,False,False,True,False,False,
4777,Amazon,smoke-http,7,False,False,False,False,False,False,True,True,True,True,
4778,International Business Machines,otc-slack-broker,6,False,False,True,False,False,False,False,False,False,False,
4779,Juniper Networks,OpenJNPR_vMX_Scripts,2,False,False,False,True,False,False,False,False,False,False,
4780,Google,firmata.py,2,False,False,False,False,False,False,False,False,False,True,
4781,"Netflix, Inc.",dgs-examples-java.latest,3,False,False,False,False,False,False,False,True,True,True,
4782,easemob,kafkamocker,1,True,False,False,False,False,False,False,False,False,False,
4783,Google,ndash,2,False,False,False,True,False,False,False,False,False,False,
4784,NVIDIA Corporation,nvtx-plugins,3,False,False,False,False,False,True,True,True,True,True,1.0
4785,Square,crossfilter,10,False,True,True,True,True,True,False,False,False,True,
4786,Yelp.com,puppetlabs-stdlib,110,True,True,True,True,True,True,False,False,False,True,
4787,Mirantis Inc.,puppetlabs-stdlib,17,True,False,False,False,False,False,False,False,False,True,
